,Brand,Model,Rank,Benchmark,Samples,Brand,Model,Rank,Benchmark,Samples,memSize,memBusWidth,gpuClock,memClock,tmu,rop,igp,bus,memType,gpuChip
375,EVGA,EVGA GTX 1660 6GB XC Ultra Gaming,79,68.7,220505,AMD,Radeon HD 6290,641.0,0.52,2401.0,1.024,64.0,650.0,800.0,8.0,4.0,No,PCIe 2.0 x16,GDDR3,Cedar
376,MSI,MSI GTX 1660 6GB Ventus XS OC,79,68.7,220505,Nvidia,8400M GS,643.0,0.49,2312.0,0.256,64.0,400.0,400.0,8.0,4.0,No,MXM-I,DDR2,G86
377,MSI,MSI GTX 1660 6GB Gaming X,79,68.7,220505,Nvidia,9200M GS,644.0,0.49,1060.0,0.256,64.0,550.0,700.0,4.0,4.0,No,PCIe 2.0 x16,GDDR3,G98
378,EVGA,EVGA GTX 1660 6GB XC Black,79,68.7,220505,Nvidia,Quadro NVS 450,645.0,0.49,584.0,0.256,64.0,480.0,700.0,4.0,4.0,No,PCIe 1.0 x16,GDDR3,G98
379,Asus,Asus GTX 1660 6GB Phoenix,79,68.7,220505,AMD,Radeon HD 6250,646.0,0.49,1598.0,0.512,64.0,650.0,500.0,8.0,4.0,No,PCIe 2.0 x16,GDDR3,Cedar
380,Gigabyte,Gigabyte GTX 1660 6GB Gaming OC,79,68.7,220505,Nvidia,9300 GS,647.0,0.48,442.0,0.512,64.0,567.0,333.0,4.0,4.0,No,PCIe 2.0 x16,DDR2,G98
381,Zotac,Zotac GTX 1660 6GB Compact,79,68.7,220505,AMD,Radeon X1650,649.0,0.48,727.0,0.256,64.0,635.0,392.0,4.0,4.0,No,PCIe 1.0 x16,DDR2,RV516
382,Zotac,Zotac GTX 1660 6GB Gaming Compact,79,68.7,220505,AMD,Radeon X1650,649.0,0.48,727.0,0.256,128.0,500.0,400.0,4.0,4.0,No,PCIe 1.0 x16,DDR2,RV530
383,EVGA,EVGA GTX 1660 6GB  SC Ultra Dual,79,68.7,220505,ATI,Mobility Radeon HD 2400,653.0,0.43,633.0,0.256,64.0,450.0,400.0,4.0,4.0,No,PCIe 1.0 x16,DDR2,M72
384,Nvidia,Quadro P4000,80,67.0,11776,AMD,Radeon X1600,655.0,0.4,1015.0,0.512,128.0,635.0,400.0,4.0,4.0,No,PCIe 1.0 x16,DDR2,RV516
385,AMD,R9 Fury-X,81,65.1,8776,Nvidia,Go 7600,657.0,0.37,396.0,0.256,128.0,450.0,350.0,8.0,8.0,No,PCIe 1.0 x16,GDDR3,G73
386,AMD,XFX R9 FURY X 4GB,81,65.1,8776,Nvidia,7300 GT,658.0,0.35,1545.0,0.128,128.0,350.0,325.0,8.0,8.0,No,PCIe 1.0 x16,DDR2,G73
387,AMD,Sapphire R9 Fury X 4GB ,81,65.1,8776,ATI,Mobility Radeon X1600,659.0,0.33,428.0,0.256,128.0,450.0,470.0,4.0,4.0,No,PCIe 1.0 x16,GDDR3,M56
388,AMD,Gigabyte R9 Fury X 4GB,81,65.1,8776,Nvidia,6600 GT,660.0,0.32,578.0,0.128,128.0,500.0,500.0,8.0,4.0,No,PCIe 1.0 x16,GDDR3,NV43
389,Nvidia,Quadro P5000-M (Mobile),82,65.0,646,Nvidia,8400M G,662.0,0.3,305.0,0.256,64.0,400.0,400.0,8.0,4.0,No,PCIe 1.0 x16,GDDR3,G86
390,Nvidia,GTX 1660 Ti (Mobile),83,64.5,77861,Nvidia,Quadro NVS 135M,663.0,0.3,600.0,0.256,64.0,400.0,594.0,8.0,4.0,No,PCIe 2.0 x16,GDDR3,G86
391,AMD,R9 Fury,84,62.9,16988,Nvidia,6600,665.0,0.22,965.0,0.256,128.0,300.0,250.0,8.0,4.0,No,PCIe 1.0 x16,DDR,NV43
392,Sapphire,Sapphire R9 Fury 4GB TRI-X OC,84,62.9,16988,Nvidia,7300 GS,666.0,0.18,932.0,0.256,64.0,450.0,266.0,4.0,2.0,No,PCIe 1.0 x16,DDR2,G72
393,Sapphire,Sapphire R9 Fury 4GB TRI-X OC,84,62.9,16988,AMD,Radeon X1300,667.0,0.18,1436.0,0.256,128.0,450.0,250.0,4.0,4.0,No,PCIe 1.0 x16,DDR,RV515
394,Asus,Asus R9 Fury 4GB Gaming,84,62.9,16988,AMD,Radeon X1300,667.0,0.18,1436.0,0.128,128.0,450.0,250.0,4.0,4.0,No,PCIe 1.0 x16,DDR,RV516
395,XFX,XFX R9 Fury 4GB,84,62.9,16988,Nvidia,Go 7400,668.0,0.17,410.0,0.128,32.0,450.0,450.0,4.0,2.0,No,PCIe 1.0 x16,GDDR3,G72
396,Sapphire,Sapphire R9 Fury 4GB NITRO,84,62.9,16988,Nvidia,Go 7400,668.0,0.17,410.0,0.128,64.0,450.0,450.0,4.0,2.0,No,PCIe 1.0 x16,GDDR3,G72
397,Nvidia,GTX 980,85,60.6,170996,AMD,Radeon X1550,669.0,0.16,754.0,0.256,128.0,600.0,400.0,4.0,4.0,No,PCIe 1.0 x16,DDR2,RV515
398,EVGA,EVGA GTX 980 4GB SC ACX 2.0,85,60.6,170996,AMD,Radeon X1550,669.0,0.16,754.0,0.256,128.0,550.0,400.0,4.0,4.0,No,PCIe 1.0 x16,DDR2,RV516
399,MSI,MSI GTX 980 4GB GAMING,85,60.6,170996,AMD,Radeon X1550,669.0,0.16,754.0,0.128,64.0,500.0,333.0,4.0,4.0,No,PCIe 1.0 x16,DDR2,RV505
400,Asus,ASUS GTX 980 4GB STRIX OC,85,60.6,170996,ATI,Mobility Radeon X2300,670.0,0.15,386.0,0.128,64.0,479.0,446.0,4.0,4.0,No,PCIe 1.0 x16,GDDR3,M64
401,Nvidia,GTX 1070 (Mobile Max-Q),86,60.2,8182,ATI,Mobility Radeon X2300,670.0,0.15,386.0,0.064,64.0,479.0,392.0,4.0,4.0,No,PCIe 1.0 x16,DDR2,M64
402,AMD,RX 590,87,60.0,119752,Nvidia,7300 LE,671.0,0.15,1556.0,0.128,64.0,450.0,324.0,4.0,2.0,No,PCIe 1.0 x16,DDR2,G72
403,XFX,XFX RX 590 8GB Fatboy OC+,87,60.0,119752,ATI,Mobility Radeon X1400,672.0,0.13,467.0,0.128,128.0,445.0,250.0,4.0,4.0,No,PCIe 1.0 x16,DDR2,M54
404,Sapphire,Sapphire RX 590 8GB Nitro+,87,60.0,119752,Nvidia,Go 7300,673.0,0.13,580.0,0.064,64.0,350.0,350.0,4.0,2.0,No,PCIe 1.0 x16,GDDR3,G72
405,PowerColor,PowerColor RX 590 8GB Red Dragon,87,60.0,119752,ATI,Mobility Radeon X1300,674.0,0.13,358.0,0.128,128.0,350.0,250.0,4.0,4.0,No,PCIe 1.0 x16,DDR2,M52
406,PowerColor,PowerColor RX 590 8GB Red Devil,87,60.0,119752,Nvidia,Quadro NVS 440,675.0,0.11,105.0,0.128,128.0,250.0,250.0,8.0,8.0,No,PCIe 1.0 x16,GDDR3,NV43
407,MSI,MSI RX 590 8GB Armor OC,87,60.0,119752,Nvidia,7100 GS,676.0,0.07,814.0,0.128,64.0,350.0,266.0,4.0,2.0,No,PCIe 1.0 x16,DDR2,NV44B
408,Gigabyte,Gigabyte RX 590 8GB Gaming,87,60.0,119752,Nvidia,7300 SE,677.0,0.07,2613.0,0.256,64.0,450.0,266.0,4.0,2.0,No,PCIe 1.0 x16,DDR2,G72
409,Sapphire,Sapphire RX 590 8GB Pulse,87,60.0,119752,Nvidia,6200,679.0,0.06,1771.0,0.128,128.0,300.0,275.0,2.0,4.0,No,PCIe 1.0 x16,DDR,NV43
410,Nvidia,GTX 1650S (Super),88,59.7,162472,,,,,,,,,,,,,,,
411,Zotac,Zotac GTX 1650 Super 4GB Gaming,88,59.7,162472,,,,,,,,,,,,,,,
412,Asus,Asus GTX 1650 Super 4GB TUF Gaming,88,59.7,162472,,,,,,,,,,,,,,,
413,EVGA,EVGA GTX 1650 Super 4GB SC Ultra,88,59.7,162472,,,,,,,,,,,,,,,
414,MSI,MSI GTX 1650 Super 4GB Ventus XS,88,59.7,162472,,,,,,,,,,,,,,,
415,Gigabyte,Gigabyte GTX 1650 Super 4GB 2x Windforce,88,59.7,162472,,,,,,,,,,,,,,,
416,MSI,MSI GTX 1650 Super 4GB Gaming X,88,59.7,162472,,,,,,,,,,,,,,,
417,Asus,Asus GTX 1650 Super 4GB Phoenix,88,59.7,162472,,,,,,,,,,,,,,,
418,Nvidia,RTX 3050 Ti (Laptop),89,58.2,13192,,,,,,,,,,,,,,,
419,Nvidia,GTX Titan Z (SLI Disabled),90,57.7,566,,,,,,,,,,,,,,,
420,Nvidia,GTX 1060-6GB,91,57.0,1387999,,,,,,,,,,,,,,,
421,EVGA,EVGA GTX 1060 6GB Gaming,91,57.0,1387999,,,,,,,,,,,,,,,
422,EVGA,EVGA GTX 1060 6GB Gaming SC,91,57.0,1387999,,,,,,,,,,,,,,,
423,Gigabyte,Gigabyte GTX 1060 6GB G1 Gaming,91,57.0,1387999,,,,,,,,,,,,,,,
424,Zotac,Zotac GTX 1060 6GB AMP,91,57.0,1387999,,,,,,,,,,,,,,,
425,Zotac,Zotac GTX 1060 6GB Mini,91,57.0,1387999,,,,,,,,,,,,,,,
426,MSI,MSI GTX 1060 6GB Gaming X,91,57.0,1387999,,,,,,,,,,,,,,,
427,Asus,Asus GTX 1060 6GB Dual OC,91,57.0,1387999,,,,,,,,,,,,,,,
428,Gigabyte,Gigabyte GTX 1060 6GB Windforce OC,91,57.0,1387999,,,,,,,,,,,,,,,
429,Asus,Asus GTX 1060 6GB ROG STRIX OC,91,57.0,1387999,,,,,,,,,,,,,,,
430,Asus,Asus GTX 1060 6GB TURBO,91,57.0,1387999,,,,,,,,,,,,,,,
431,Gainward, Gainward GTX 1060 6GB Pheonix GS,91,57.0,1387999,,,,,,,,,,,,,,,
432,MSI,MSI GTX 1060 6G Armor OC,91,57.0,1387999,,,,,,,,,,,,,,,
433,MSI,MSI GTX 1060 6G Armor OCV1,91,57.0,1387999,,,,,,,,,,,,,,,
434,Asus,Asus GTX 1060 6GB ROG STRIX,91,57.0,1387999,,,,,,,,,,,,,,,
435,PNY,PNY GTX 1060 6GB,91,57.0,1387999,,,,,,,,,,,,,,,
436,PNY,PNY GTX 1060 6GB OC,91,57.0,1387999,,,,,,,,,,,,,,,
437,Gigabyte,Gigabyte GTX 1060 6GB Xtreme Gaming,91,57.0,1387999,,,,,,,,,,,,,,,
438,EVGA,EVGA GTX 1060 6GB Gaming SSC,91,57.0,1387999,,,,,,,,,,,,,,,
439,Gigabyte,Gigabyte GTX 1060 6GB G1 Gaming R2,91,57.0,1387999,,,,,,,,,,,,,,,
440,MSI,MSI GTX 1060 6GB 6GT OCV1,91,57.0,1387999,,,,,,,,,,,,,,,
441,MSI,MSI GTX 1060 6GB Gaming,91,57.0,1387999,,,,,,,,,,,,,,,
442,Asus,Asus GTX 1060 6GB Dual OC,91,57.0,1387999,,,,,,,,,,,,,,,
443,Nvidia,GTX 1660 Ti (Mobile Max-Q),92,56.8,13791,,,,,,,,,,,,,,,
444,Nvidia,GTX 780 Ti,93,55.4,32587,,,,,,,,,,,,,,,
445,AMD,R9 Nano,94,55.3,494,,,,,,,,,,,,,,,
446,Asus,Asus R9 Nano 4GB,94,55.3,494,,,,,,,,,,,,,,,
447,Asus,Asus R9 Nano 4GB White,94,55.3,494,,,,,,,,,,,,,,,
448,Gigabyte,Gigabyte R9 Nano 4GB,94,55.3,494,,,,,,,,,,,,,,,
449,AMD,R9 390X,95,55.0,25249,,,,,,,,,,,,,,,
450,MSI,MSI R9 390X 8GB Gaming,95,55.0,25249,,,,,,,,,,,,,,,
451,Sapphire,Sapphire R9 390X 8GB TRIPLE Tri-X OC,95,55.0,25249,,,,,,,,,,,,,,,
452,Gigabyte,Gigabyte R9 390X 8GB G1 Gaming,95,55.0,25249,,,,,,,,,,,,,,,
453,XFX,XFX R9 390X 8GB Double Dissipation,95,55.0,25249,,,,,,,,,,,,,,,
454,AMD,RX 580,96,54.7,853084,,,,,,,,,,,,,,,
455,MSI,MSI RX 580 8GB Gaming X,96,54.7,853084,,,,,,,,,,,,,,,
456,MSI,MSI RX 580 4GB Gaming X,96,54.7,853084,,,,,,,,,,,,,,,
457,Gigabyte,Gigabyte RX 580 8GB AORUS XTR,96,54.7,853084,,,,,,,,,,,,,,,
458,MSI,MSI RX 580  8GB Armor OC,96,54.7,853084,,,,,,,,,,,,,,,
459,MSI,MSI RX 580  4GB Armor OC,96,54.7,853084,,,,,,,,,,,,,,,
460,Asus,Asus RX 580 8GB ROG Strix,96,54.7,853084,,,,,,,,,,,,,,,
461,Gigabyte,Gigabyte RX 580 8GB Gaming,96,54.7,853084,,,,,,,,,,,,,,,
462,Gigabyte,Gigabyte RX 580 8GB AORUS,96,54.7,853084,,,,,,,,,,,,,,,
463,Sapphire,Sapphire RX 580 8GB Pulse,96,54.7,853084,,,,,,,,,,,,,,,
464,XFX,XFX RX 580 4GB OC+,96,54.7,853084,,,,,,,,,,,,,,,
465,XFX,XFX RX 580 8GB OC+,96,54.7,853084,,,,,,,,,,,,,,,
466,XFX,XFX RX 580 8GB Black OC+,96,54.7,853084,,,,,,,,,,,,,,,
467,XFX,XFX RX 580 8GB GTS XXX,96,54.7,853084,,,,,,,,,,,,,,,
468,PowerColor,PowerColor RX 580 8GB Red Dragon V2,96,54.7,853084,,,,,,,,,,,,,,,
469,Sapphire,Sapphire RX 580 8GB Pulse Nitro+ RX,96,54.7,853084,,,,,,,,,,,,,,,
470,Asus,Asus RX 580 4GB Dual OC,96,54.7,853084,,,,,,,,,,,,,,,
471,Nvidia,RTX 3050 (Laptop),97,53.7,3568,,,,,,,,,,,,,,,
472,AMD,RX 5500-XT,98,53.0,23113,,,,,,,,,,,,,,,
473,XFX,XFX RX 5600 XT 8GB Thicc II PRO,98,53.0,23113,,,,,,,,,,,,,,,
474,AMD,R9 290X,99,52.7,35262,,,,,,,,,,,,,,,
475,Sapphire,Sapphire R9 290X 4GB TRI-X OC,99,52.7,35262,,,,,,,,,,,,,,,
476,Asus,Asus R9 290X 4GB DirectCU II,99,52.7,35262,,,,,,,,,,,,,,,
477,XFX,XFX R9 290X 4GB Double Dissipation,99,52.7,35262,,,,,,,,,,,,,,,
478,Nvidia,GTX 1060-3GB,100,52.7,586807,,,,,,,,,,,,,,,
479,Asus,Asus GTX 1060 3GB Dual OC,100,52.7,586807,,,,,,,,,,,,,,,
480,Zotac,Zotac GTX 1060 3GB Mini,100,52.7,586807,,,,,,,,,,,,,,,
481,EVGA,EVGA GTX 1060 3GB Gaming,100,52.7,586807,,,,,,,,,,,,,,,
482,EVGA,EVGA GTX 1060 3GB SC Gaming,100,52.7,586807,,,,,,,,,,,,,,,
483,MSI,MSI GTX 1060 3GB Gaming X,100,52.7,586807,,,,,,,,,,,,,,,
484,MSI,MSI GTX 1060 3GB Gaming X,100,52.7,586807,,,,,,,,,,,,,,,
485,Gigabyte,Gigabyte GTX 1060 3GB Windforce OC,100,52.7,586807,,,,,,,,,,,,,,,
486,Gigabyte,Gigabyte GTX 1060 3GB G1 Gaming,100,52.7,586807,,,,,,,,,,,,,,,
487,Gigabyte,Gigabyte GTX 1060 3GB Mini ITX OC,100,52.7,586807,,,,,,,,,,,,,,,
488,MSI,MSI GTX 1060 3GB 3GT OC,100,52.7,586807,,,,,,,,,,,,,,,
489,MSI,MSI GTX 1060 3GB ARMOR 3G OCV1,100,52.7,586807,,,,,,,,,,,,,,,
490,Gigabyte,Gigabyte GTX 1060 3GB G1 Gaming R2,100,52.7,586807,,,,,,,,,,,,,,,
491,Nvidia,GTX Titan Black,101,52.5,3342,,,,,,,,,,,,,,,
492,AMD,R9 295X2 (CrossFire Disabled),102,50.4,2479,,,,,,,,,,,,,,,
493,Nvidia,GTX 970,103,50.2,809548,,,,,,,,,,,,,,,
494,MSI,MSI GTX 970 4GB Gaming,103,50.2,809548,,,,,,,,,,,,,,,
495,Asus,ASUS GTX 970 4GB STRIX OC,103,50.2,809548,,,,,,,,,,,,,,,
496,EVGA,EVGA GTX 970 4GB Super Clocked ACX 2.0,103,50.2,809548,,,,,,,,,,,,,,,
497,Gigabyte,Gigabyte GTX 970 4GB G1 Gaming,103,50.2,809548,,,,,,,,,,,,,,,
498,Gigabyte,Gigabyte GTX 970 4GB OC Windforce,103,50.2,809548,,,,,,,,,,,,,,,
499,EVGA,EVGA GTX 970 4GB SSC ACX 2.0+,103,50.2,809548,,,,,,,,,,,,,,,
500,Asus,Asus GTX 970 4GB Turbo OC,103,50.2,809548,,,,,,,,,,,,,,,
501,EVGA,EVGA GTX 970 4GB FTW+ GAMING ACX 2.0+ w/BP,103,50.2,809548,,,,,,,,,,,,,,,
502,Zotac,Zotac GTX 970 4GB Graphics Card,103,50.2,809548,,,,,,,,,,,,,,,
503,AMD,R9 390,104,50.1,87474,,,,,,,,,,,,,,,
504,MSI,MSI R9 390 8GB Gaming,104,50.1,87474,,,,,,,,,,,,,,,
505,XFX,XFX R9 390 8GB Black,104,50.1,87474,,,,,,,,,,,,,,,
506,XFX,XFX R9 390 8GB Double Dissipation,104,50.1,87474,,,,,,,,,,,,,,,
507,XFX,XFX R9 390 8GB Double Dissipation,104,50.1,87474,,,,,,,,,,,,,,,
508,XFX,XFX R9 390 8GB Black Nero,104,50.1,87474,,,,,,,,,,,,,,,
509,Sapphire,Sapphire R9 390 8GB Nitro Tri-X OC +BP,104,50.1,87474,,,,,,,,,,,,,,,
510,Sapphire,Sapphire R9 390 8GB Nitro Tri-X OC,104,50.1,87474,,,,,,,,,,,,,,,
511,Asus,Asus R9 390 8GB STRIX,104,50.1,87474,,,,,,,,,,,,,,,
512,AMD,RX 6500-XT,105,49.1,1268,,,,,,,,,,,,,,,
513,ASRock,ASRock RX 6500 XT 4GB Phantom Gaming D OC,105,49.1,1268,,,,,,,,,,,,,,,
514,ASRock,ASRock RX 6500 XT 4GB Challenger ITX,105,49.1,1268,,,,,,,,,,,,,,,
515,Asus,Asus RX 6500 XT 4GB TUF Gaming OC,105,49.1,1268,,,,,,,,,,,,,,,
516,XFX,XFX RX 6500 XT 4GB Speedster QICK210,105,49.1,1268,,,,,,,,,,,,,,,
517,Gigabyte,Gigabyte RX 6500 XT 4GB Gaming OC,105,49.1,1268,,,,,,,,,,,,,,,
518,Gigabyte,Gigabyte RX 6500 XT 4GB Eagle,105,49.1,1268,,,,,,,,,,,,,,,
519,PowerColor,PowerColor RX 6500 XT 4GB,105,49.1,1268,,,,,,,,,,,,,,,
520,Sapphire,Sapphire RX 6500 XT 4GB Pulse,105,49.1,1268,,,,,,,,,,,,,,,
521,AMD,RX 5500,106,49.1,297,,,,,,,,,,,,,,,
522,AMD,RX 480,107,48.1,233732,,,,,,,,,,,,,,,
523,AMD,Sapphire RX 480 8GB,107,48.1,233732,,,,,,,,,,,,,,,
524,AMD,XFX RX 480 4GB 1266 MHz,107,48.1,233732,,,,,,,,,,,,,,,
525,AMD,Sapphire RX 480 4GB,107,48.1,233732,,,,,,,,,,,,,,,
526,AMD,MSI RX 480 8GB,107,48.1,233732,,,,,,,,,,,,,,,
527,XFX,XFX RX 480 8GB 1328 MHz,107,48.1,233732,,,,,,,,,,,,,,,
528,XFX,XFX RX 480 8GB 1288 MHz,107,48.1,233732,,,,,,,,,,,,,,,
529,XFX,XFX RX 480 8GB LED 1288 MHz,107,48.1,233732,,,,,,,,,,,,,,,
530,XFX,XFX RX 480 8GB XXX 1288 MHz,107,48.1,233732,,,,,,,,,,,,,,,
531,XFX,XFX RX 480 8GB Black 1338 MHz,107,48.1,233732,,,,,,,,,,,,,,,
532,XFX,XFX RX 480 4GB RS,107,48.1,233732,,,,,,,,,,,,,,,
533,XFX,XFX RX 480 8GB RS XXX 1288 MHz,107,48.1,233732,,,,,,,,,,,,,,,
534,Asus,Asus RX 480 8GB,107,48.1,233732,,,,,,,,,,,,,,,
535,Sapphire,Sapphire RX 480 8GB NITRO+,107,48.1,233732,,,,,,,,,,,,,,,
536,Sapphire,Sapphire RX 480 4GB NITRO+,107,48.1,233732,,,,,,,,,,,,,,,
537,Sapphire,Sapphire RX 480 4GB NITRO+,107,48.1,233732,,,,,,,,,,,,,,,
538,Sapphire,Sapphire RX 480 8GB NITRO+,107,48.1,233732,,,,,,,,,,,,,,,
539,PowerColor,PowerColor RX 480 8GB Red Devil,107,48.1,233732,,,,,,,,,,,,,,,
540,MSI,MSI RX 480 8GB Gaming X,107,48.1,233732,,,,,,,,,,,,,,,
541,MSI,MSI RX 480 4GB Gaming X,107,48.1,233732,,,,,,,,,,,,,,,
542,MSI,MSI RX 480 8GB Armor OC,107,48.1,233732,,,,,,,,,,,,,,,
543,MSI,MSI RX 480 4GB Armor OC,107,48.1,233732,,,,,,,,,,,,,,,
544,Asus,Asus RX 480 8GB ROG STRIX OC,107,48.1,233732,,,,,,,,,,,,,,,
545,Nvidia,GTX 780,108,47.6,61284,,,,,,,,,,,,,,,
546,Nvidia,GTX Titan,109,47.2,6674,,,,,,,,,,,,,,,
547,AMD,R9 290,110,47.1,61915,,,,,,,,,,,,,,,
548,Sapphire,Sapphire R9 290 4GB TRI-X OC,110,47.1,61915,,,,,,,,,,,,,,,
549,XFX,XFX R9 290 4GB Double Dissipation,110,47.1,61915,,,,,,,,,,,,,,,
550,XFX,XFX R9 290 4GB Black Double Dissipation,110,47.1,61915,,,,,,,,,,,,,,,
551,MSI,MSI R9 290 4GB GAMING,110,47.1,61915,,,,,,,,,,,,,,,
552,Sapphire,Sapphire R9 290 4GB VAPOR-X TRI-X OC,110,47.1,61915,,,,,,,,,,,,,,,
553,Nvidia,GTX 780 4GB,111,46.9,971,,,,,,,,,,,,,,,
554,Nvidia,GTX 1060 (Mobile),112,46.7,175892,,,,,,,,,,,,,,,
555,AMD,RX 570,113,46.4,415950,,,,,,,,,,,,,,,
556,MSI,MSI RX 570 4G Armor OC,113,46.4,415950,,,,,,,,,,,,,,,
557,MSI,MSI RX 570 4GB Gaming X,113,46.4,415950,,,,,,,,,,,,,,,
558,Gigabyte,Gigabyte RX 570 4GB Gaming,113,46.4,415950,,,,,,,,,,,,,,,
559,Gigabyte,Gigabyte RX 570 4GB AORUS,113,46.4,415950,,,,,,,,,,,,,,,
560,MSI,MSI RX 570 8G Armor OC,113,46.4,415950,,,,,,,,,,,,,,,
561,Asus,Asus RX 570 4GB ROG Strix,113,46.4,415950,,,,,,,,,,,,,,,
562,PowerColor,PowerColor RX 570 4GB Red Dragon,113,46.4,415950,,,,,,,,,,,,,,,
563,XFX,XFX RX 570 4GB Twin,113,46.4,415950,,,,,,,,,,,,,,,
564,XFX,XFX RX 570 4GB Twin,113,46.4,415950,,,,,,,,,,,,,,,
565,XFX,XFX RX 570 4GB Twin,113,46.4,415950,,,,,,,,,,,,,,,
566,XFX,XFX RX 570 4GB Twin XXX,113,46.4,415950,,,,,,,,,,,,,,,
567,Nvidia,Quadro K6000,114,45.5,1124,,,,,,,,,,,,,,,
568,Nvidia,GTX 1060 (Mobile Max-Q),115,43.7,37938,,,,,,,,,,,,,,,
569,Nvidia,GTX 1650,116,42.9,232326,,,,,,,,,,,,,,,
570,MSI,MSI GTX 1650 4GB Ventus XS OC,116,42.9,232326,,,,,,,,,,,,,,,
571,Zotac,Zotac GTX 1650 4GB OC Compact,116,42.9,232326,,,,,,,,,,,,,,,
572,Asus,Asus GTX 1650 4GB Phoenix,116,42.9,232326,,,,,,,,,,,,,,,
573,Gigabyte,Gigabyte GTX 1650 4GB OC,116,42.9,232326,,,,,,,,,,,,,,,
574,Gigabyte,Gigabyte GTX 1650 4GB Mini ITX OC,116,42.9,232326,,,,,,,,,,,,,,,
575,EVGA,EVGA GTX 1650 4GB XC Gaming,116,42.9,232326,,,,,,,,,,,,,,,
576,MSI,MSI GTX 1650 4GB Gaming X,116,42.9,232326,,,,,,,,,,,,,,,
577,AMD,Radeon Pro 5500M,117,42.6,1978,,,,,,,,,,,,,,,
578,Nvidia,GTX 1650 Ti (Mobile),118,42.3,34721,,,,,,,,,,,,,,,
579,Nvidia,GTX 1650 (Mobile),119,41.4,75743,,,,,,,,,,,,,,,
580,Nvidia,GTX 980M,120,40.9,11961,,,,,,,,,,,,,,,
581,AMD,RX 470,121,40.7,74730,,,,,,,,,,,,,,,
582,MSI,MSI RX 470 4GB Gaming X,121,40.7,74730,,,,,,,,,,,,,,,
583,MSI,MSI RX 470 8GB Gaming X,121,40.7,74730,,,,,,,,,,,,,,,
584,Sapphire,Sapphire RX 470 8GB NITRO+,121,40.7,74730,,,,,,,,,,,,,,,
585,Sapphire,Sapphire RX 470 4GB NITRO+,121,40.7,74730,,,,,,,,,,,,,,,
586,Sapphire,Sapphire RX 470 4GB,121,40.7,74730,,,,,,,,,,,,,,,
587,Sapphire,Sapphire RX 470 4GB,121,40.7,74730,,,,,,,,,,,,,,,
588,Asus,Asus RX 470 4GB ROG STRIX OC,121,40.7,74730,,,,,,,,,,,,,,,
589,Gigabyte,Gigabyte RX 470 4GB G1 Gaming,121,40.7,74730,,,,,,,,,,,,,,,
590,PowerColor,PowerColor RX 470 4GB Red Devil/Dragon,121,40.7,74730,,,,,,,,,,,,,,,
591,PwrHis,HIS RX 470 4GB IceQ X² OC,121,40.7,74730,,,,,,,,,,,,,,,
592,XFX,XFX RX 470 4GB Single Fan,121,40.7,74730,,,,,,,,,,,,,,,
593,XFX,XFX RX 470 4GB Black,121,40.7,74730,,,,,,,,,,,,,,,
594,MSI,MSI RX 470 4GB ARMOR OC,121,40.7,74730,,,,,,,,,,,,,,,
595,Nvidia,Quadro P2000,122,40.5,12915,,,,,,,,,,,,,,,
596,AMD,HD 7970,123,39.6,6473,,,,,,,,,,,,,,,
597,AMD,R9 380X,124,39.4,20140,,,,,,,,,,,,,,,
598,XFX,XFX R9 380X 4GB Black DD XXX OC,124,39.4,20140,,,,,,,,,,,,,,,
599,Sapphire,Sapphire R9 380X 4GB Nitro Dual-X OC,124,39.4,20140,,,,,,,,,,,,,,,
600,Gigabyte,Gigabyte R9 380X 4GB Gaming,124,39.4,20140,,,,,,,,,,,,,,,
601,PowerColor,PowerColor R9 280X 3GB OC,124,39.4,20140,,,,,,,,,,,,,,,
602,Nvidia,Quadro P3000,125,38.8,1116,,,,,,,,,,,,,,,
603,Nvidia,GTX 690 (SLI Disabled),126,38.8,5473,,,,,,,,,,,,,,,
604,AMD,R9 280X,127,37.6,99661,,,,,,,,,,,,,,,
605,Sapphire,Sapphire R9 280X 3GB Dual-X OC,127,37.6,99661,,,,,,,,,,,,,,,
606,Sapphire,Sapphire R9 280X 3GB VAPOR-X,127,37.6,99661,,,,,,,,,,,,,,,
607,Sapphire,Sapphire R9 280X 3GB TOXIC,127,37.6,99661,,,,,,,,,,,,,,,
608,Gigabyte,Gigabyte R9 280X 3GB WINDFORCE OC REV3,127,37.6,99661,,,,,,,,,,,,,,,
609,AMD,FirePro W9000,128,36.6,75,,,,,,,,,,,,,,,
610,Nvidia,GTX 770,129,36.4,120275,,,,,,,,,,,,,,,
611,Nvidia,GTX 1650 (Mobile Max-Q),130,36.2,6601,,,,,,,,,,,,,,,
612,AMD,HD 7990 (CrossFire Disabled),131,36.0,1154,,,,,,,,,,,,,,,
613,AMD,Radeon RX Vega M GH,132,35.9,3149,,,,,,,,,,,,,,,
614,AMD,Radeon Pro 5300M,133,35.9,957,,,,,,,,,,,,,,,
615,AMD,RX 6400,134,34.7,252,,,,,,,,,,,,,,,
616,AMD,R9 380,135,34.4,75334,,,,,,,,,,,,,,,
617,MSI,MSI R9 380 GAMING 4GB,135,34.4,75334,,,,,,,,,,,,,,,
618,Sapphire,Sapphire R9 380 4GB NITRO,135,34.4,75334,,,,,,,,,,,,,,,
